1,2,3,4,5,6,7,8,9
69.8125,69.5418,66.7083,63.041399999999996,63.06270000000001,61.854400000000005,61.896,65.3749,64.1461
30.1875,30.458199999999998,27.937599999999996,28.6879,26.645599999999998,24.1036,22.6041,19.479400000000002,20.8125
0.0,0.0,4.2707,4.3957,4.125,3.7915000000000005,3.4793000000000007,3.0625,3.6662
0.0,0.0,0.45840000000000003,1.4376,1.7708,2.3746,2.5202,2.7288,2.9998
0.0,0.0,0.625,2.4373999999999993,4.3958,7.8748000000000005,9.500000000000002,9.3537,8.3748
